Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
15,15,2024-11-18,@,SAC,W,109,108,,39,83,.470,16,38,.421,23,45,.511,.566,15,18,.833,6,31,37,34,7,7,14,19
16,16,2024-11-20,@,GSW,L,97,120,,35,105,.333,12,45,.267,23,60,.383,.390,15,24,.625,21,44,65,27,9,5,17,17
17,17,2024-11-22,@,CHI,L,122,136,,49,107,.458,10,34,.294,39,73,.534,.505,14,19,.737,14,28,42,32,11,4,11,16
18,18,2024-11-25,,DAL,L,119,129,,48,101,.475,9,31,.290,39,70,.557,.520,14,16,.875,9,30,39,32,10,6,14,15
19,19,2024-11-27,@,CLE,W,135,124,,46,97,.474,20,42,.476,26,55,.473,.577,23,25,.920,14,37,51,39,6,6,15,21
20,20,2024-11-29,,CLE,W,117,101,,44,85,.518,14,34,.412,30,51,.588,.600,15,18,.833,10,43,53,33,9,5,21,20
21,21,2024-11-30,@,CHO,W,107,104,,38,78,.487,10,33,.303,28,45,.622,.551,21,27,.778,14,35,49,27,8,7,22,15
22,22,2024-12-02,,NOP,W,124,112,,49,96,.510,10,38,.263,39,58,.672,.563,16,20,.800,11,40,51,30,12,4,18,15
23,23,2024-12-04,@,MIL,W,119,104,,45,102,.441,9,32,.281,36,70,.514,.485,20,22,.909,15,39,54,29,16,3,14,25
24,24,2024-12-06,,LAL,W,134,132,OT,50,100,.500,17,40,.425,33,60,.550,.585,17,22,.773,11,37,48,40,10,5,17,24
25,25,2024-12-08,,DEN,L,111,141,,41,101,.406,9,40,.225,32,61,.525,.450,20,27,.741,19,26,45,26,12,2,12,22
26,26,2024-12-11,@,NYK,W,108,100,,43,104,.413,9,31,.290,34,73,.466,.457,13,20,.650,22,36,58,27,5,7,11,13
27,27,2024-12-14,@,MIL,L,102,110,,35,82,.427,10,24,.417,25,58,.431,.488,22,34,.647,7,37,44,23,3,6,13,20
28,28,2024-12-19,@,SAS,L,126,133,OT,46,97,.474,16,38,.421,30,59,.508,.557,18,21,.857,12,41,53,32,14,6,23,22
29,29,2024-12-21,,MEM,L,112,128,,39,80,.488,14,38,.368,25,42,.595,.575,20,24,.833,6,35,41,29,11,6,25,14
30,30,2024-12-23,,MIN,W,117,104,,39,73,.534,18,36,.500,21,37,.568,.658,21,26,.808,6,32,38,27,15,6,23,14
31,31,2024-12-26,,CHI,W,141,133,,46,89,.517,17,45,.378,29,44,.659,.612,32,34,.941,12,32,44,32,9,5,14,13
32,32,2024-12-28,,MIA,W,120,110,,44,86,.512,15,37,.405,29,49,.592,.599,17,22,.773,9,38,47,34,7,2,13,16
33,33,2024-12-29,@,TOR,W,136,107,,46,95,.484,18,45,.400,28,50,.560,.579,26,35,.743,14,26,40,30,22,8,15,19
34,34,2025-01-01,@,DEN,L,120,139,,45,100,.450,16,46,.348,29,54,.537,.530,14,21,.667,12,32,44,34,10,5,14,16
35,35,2025-01-03,@,LAL,L,102,119,,41,100,.410,6,34,.176,35,66,.530,.440,14,18,.778,13,26,39,22,10,3,8,22
36,36,2025-01-04,@,LAC,L,105,131,,38,88,.432,16,46,.348,22,42,.524,.523,13,17,.765,8,35,43,30,11,4,23,12
37,37,2025-01-07,@,UTA,W,124,121,,47,98,.480,18,44,.409,29,54,.537,.571,12,15,.800,12,32,44,35,6,11,10,22
38,38,2025-01-09,@,PHO,L,115,123,,42,86,.488,15,32,.469,27,54,.500,.576,16,17,.941,8,24,32,32,11,3,11,19
39,39,2025-01-14,,PHO,W,122,117,,43,98,.439,17,41,.415,26,57,.456,.526,19,26,.731,20,34,54,22,10,3,14,21
40,40,2025-01-15,@,CHI,W,110,94,,41,100,.410,13,43,.302,28,57,.491,.475,15,22,.682,14,37,51,28,11,5,11,15
41,41,2025-01-18,@,BOS,W,119,115,OT,44,93,.473,9,37,.243,35,56,.625,.522,22,28,.786,13,42,55,27,9,10,18,17
42,42,2025-01-20,@,NYK,L,110,119,,40,85,.471,13,30,.433,27,55,.491,.547,17,22,.773,16,25,41,23,10,6,24,21
43,43,2025-01-22,,DET,L,104,114,,39,103,.379,6,38,.158,33,65,.508,.408,20,26,.769,15,32,47,25,14,3,14,14
44,44,2025-01-23,,TOR,L,119,122,,42,87,.483,13,37,.351,29,50,.580,.557,22,30,.733,9,27,36,30,11,2,15,21
45,45,2025-01-25,,TOR,L,94,117,,33,84,.393,11,37,.297,22,47,.468,.458,17,25,.680,8,35,43,28,14,5,24,20
46,46,2025-01-27,@,MIN,L,92,100,,34,86,.395,12,43,.279,22,43,.512,.465,12,18,.667,14,37,51,24,10,3,22,20
47,47,2025-01-28,,HOU,L,96,100,,36,89,.404,11,47,.234,25,42,.595,.466,13,16,.813,9,31,40,19,11,5,18,18
48,48,2025-01-30,@,CLE,L,115,137,,41,90,.456,13,39,.333,28,51,.549,.528,20,27,.741,10,26,36,28,10,1,11,18
49,49,2025-02-01,@,IND,L,127,132,,45,90,.500,14,37,.378,31,53,.585,.578,23,32,.719,11,33,44,31,6,4,13,23
50,50,2025-02-03,@,DET,W,132,130,,42,81,.519,16,37,.432,26,44,.591,.617,32,39,.821,5,32,37,27,8,7,14,27
51,51,2025-02-05,,SAS,L,125,126,,48,91,.527,16,42,.381,32,49,.653,.615,13,18,.722,8,37,45,33,5,5,20,14
52,52,2025-02-07,,MIL,W,115,110,,45,92,.489,13,36,.361,32,56,.571,.560,12,18,.667,11,41,52,29,6,6,11,14
53,53,2025-02-08,@,WAS,W,125,111,,47,97,.485,18,44,.409,29,53,.547,.577,13,17,.765,8,33,41,36,6,7,12,19
54,54,2025-02-10,@,ORL,W,112,106,,38,77,.494,12,32,.375,26,45,.578,.571,24,28,.857,6,33,39,29,10,3,17,17
55,55,2025-02-12,@,NYK,L,148,149,OT,55,110,.500,14,38,.368,41,72,.569,.564,24,35,.686,19,28,47,43,12,10,14,29
56,56,2025-02-20,,ORL,L,108,114,,39,100,.390,11,35,.314,28,65,.431,.445,19,28,.679,16,35,51,20,7,4,9,25
57,57,2025-02-23,,DET,L,143,148,,48,96,.500,21,45,.467,27,51,.529,.609,26,36,.722,10,30,40,30,8,6,13,21
58,58,2025-02-24,,MIA,W,98,86,,40,88,.455,9,35,.257,31,53,.585,.506,9,12,.750,13,37,50,29,13,2,18,22
59,59,2025-02-26,@,MIA,L,109,131,,41,81,.506,12,32,.375,29,49,.592,.580,15,19,.789,9,24,33,29,6,3,17,15
60,60,2025-02-28,,OKC,L,119,135,,43,88,.489,15,36,.417,28,52,.538,.574,18,23,.783,10,36,46,27,8,5,19,14
61,61,2025-03-03,@,MEM,W,132,130,,55,96,.573,13,28,.464,42,68,.618,.641,9,17,.529,14,18,32,35,12,7,12,24
62,62,2025-03-04,,MIL,L,121,127,,46,101,.455,16,41,.390,30,60,.500,.535,13,17,.765,11,36,47,33,10,6,12,21
63,63,2025-03-06,,IND,W,124,118,,50,94,.532,10,30,.333,40,64,.625,.585,14,18,.778,11,32,43,32,5,4,9,16
64,64,2025-03-08,,IND,W,120,118,,45,97,.464,10,34,.294,35,63,.556,.515,20,21,.952,16,32,48,23,10,10,17,22
65,65,2025-03-10,,PHI,W,132,123,,53,98,.541,15,37,.405,38,61,.623,.617,11,14,.786,14,34,48,34,4,6,15,18
66,66,2025-03-12,,CHO,W,123,110,,37,88,.420,14,36,.389,23,52,.442,.500,35,39,.897,13,30,43,26,13,6,14,16
67,67,2025-03-14,,LAC,L,98,121,,37,88,.420,9,33,.273,28,55,.509,.472,15,17,.882,13,31,44,25,8,6,18,18
68,68,2025-03-16,@,BRK,L,114,122,,42,90,.467,11,37,.297,31,53,.585,.528,19,24,.792,10,28,38,27,12,11,14,17
69,69,2025-03-18,@,CHO,W,134,102,,50,93,.538,22,45,.489,28,48,.583,.656,12,15,.800,11,35,46,27,12,8,11,17
70,70,2025-03-22,,GSW,W,124,115,,49,86,.570,15,36,.417,34,50,.680,.657,11,18,.611,10,36,46,37,5,3,16,23
71,71,2025-03-23,,PHI,W,132,119,,48,87,.552,17,37,.459,31,50,.620,.649,19,22,.864,10,29,39,35,11,4,17,26
72,72,2025-03-25,@,HOU,L,114,121,,43,103,.417,15,49,.306,28,54,.519,.490,13,15,.867,18,24,42,32,8,1,14,26
73,73,2025-03-27,@,MIA,L,112,122,,43,83,.518,18,41,.439,25,42,.595,.627,8,11,.727,6,30,36,27,10,2,16,11
74,74,2025-03-30,@,MIL,W,145,124,,50,94,.532,17,48,.354,33,46,.717,.622,28,35,.800,15,31,46,36,10,2,9,29
75,75,2025-04-01,,POR,L,113,127,,41,92,.446,7,32,.219,34,60,.567,.484,24,28,.857,12,33,45,26,12,8,20,22
76,76,2025-04-02,@,DAL,L,118,120,,42,97,.433,15,39,.385,27,58,.466,.510,19,22,.864,12,31,43,29,7,3,11,19
77,77,2025-04-05,,NYK,L,105,121,,41,88,.466,14,45,.311,27,43,.628,.545,9,12,.750,9,29,38,24,11,7,15,18
78,78,2025-04-06,,UTA,W,147,134,,54,95,.568,22,41,.537,32,54,.593,.684,17,20,.850,11,31,42,43,7,3,12,19
79,79,2025-04-08,@,ORL,L,112,119,,40,88,.455,14,41,.341,26,47,.553,.534,18,22,.818,14,27,41,25,7,6,18,26
80,80,2025-04-10,@,BRK,W,133,109,,48,84,.571,15,36,.417,33,48,.688,.661,22,33,.667,7,44,51,36,11,1,15,19
81,81,2025-04-11,@,PHI,W,124,110,,45,94,.479,16,42,.381,29,52,.558,.564,18,24,.750,18,35,53,28,9,5,15,15
82,82,2025-04-13,,ORL,W,117,105,,47,88,.534,17,40,.425,30,48,.625,.631,6,10,.600,9,35,44,32,8,2,16,15
,,,,,40-42,9691,9784,,3556,7528,.472,1107,3089,.358,2449,4439,.552,.546,1472,1900,.775,974,2675,3649,2426,798,419,1273,1564
