Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
21,21,2024-11-29,,BOS,L,129,138,,48,93,.516,20,51,.392,28,42,.667,.624,13,16,.813,5,38,43,28,7,2,8,17
22,22,2024-12-02,,BRK,W,128,102,,48,92,.522,16,47,.340,32,45,.711,.609,16,19,.842,11,43,54,33,8,5,17,16
23,23,2024-12-05,@,SAS,W,139,124,,52,90,.578,17,37,.459,35,53,.660,.672,18,23,.783,11,39,50,36,6,5,19,26
24,24,2024-12-06,,IND,L,123,132,,46,97,.474,21,50,.420,25,47,.532,.582,10,12,.833,8,30,38,33,8,6,12,13
25,25,2024-12-08,,PHI,L,100,108,,35,86,.407,19,54,.352,16,32,.500,.517,11,12,.917,2,33,35,29,9,3,15,18
26,26,2024-12-13,,CHO,W,109,95,,37,93,.398,14,51,.275,23,42,.548,.473,21,25,.840,14,38,52,27,12,11,16,19
27,27,2024-12-16,@,TOR,W,122,121,,43,93,.462,14,40,.350,29,53,.547,.538,22,28,.786,8,33,41,33,12,8,12,23
28,28,2024-12-19,@,BOS,W,117,108,,42,94,.447,19,52,.365,23,42,.548,.548,14,16,.875,11,45,56,23,2,2,12,19
29,29,2024-12-21,,BOS,L,98,123,,37,98,.378,14,41,.341,23,57,.404,.449,10,11,.909,10,33,43,28,8,4,13,14
30,30,2024-12-23,,MIL,L,91,112,,36,90,.400,10,48,.208,26,42,.619,.456,9,12,.750,9,37,46,27,9,1,15,15
31,31,2024-12-26,@,ATL,L,133,141,,53,98,.541,22,43,.512,31,55,.564,.653,5,6,.833,9,27,36,36,8,1,16,26
32,32,2024-12-28,,MIL,W,116,111,,45,95,.474,14,36,.389,31,59,.525,.547,12,17,.706,11,41,52,33,4,6,11,16
33,33,2024-12-30,@,CHO,W,115,108,OT,39,104,.375,18,60,.300,21,44,.477,.462,19,27,.704,14,49,63,31,11,4,15,17
34,34,2025-01-01,@,WAS,L,107,125,,41,92,.446,14,47,.298,27,45,.600,.522,11,14,.786,8,36,44,28,11,6,20,13
35,35,2025-01-04,,NYK,W,139,126,,51,94,.543,20,37,.541,31,57,.544,.649,17,18,.944,9,34,43,36,6,4,13,21
36,36,2025-01-06,,SAS,W,114,110,,44,102,.431,13,39,.333,31,63,.492,.495,13,15,.867,14,33,47,25,12,4,13,9
37,37,2025-01-08,@,IND,L,113,129,,44,86,.512,12,35,.343,32,51,.627,.581,13,19,.684,9,30,39,23,6,6,18,24
38,38,2025-01-10,,WAS,W,138,105,,53,95,.558,23,49,.469,30,46,.652,.679,9,14,.643,11,44,55,39,11,7,15,12
39,39,2025-01-12,,SAC,L,119,124,,43,93,.462,18,37,.486,25,56,.446,.559,15,20,.750,8,37,45,26,4,4,8,18
40,40,2025-01-14,,NOP,L,113,119,,45,102,.441,14,43,.326,31,59,.525,.510,9,12,.750,18,39,57,31,8,6,15,19
41,41,2025-01-15,,ATL,L,94,110,,39,88,.443,6,27,.222,33,61,.541,.477,10,10,1.000,8,45,53,23,5,5,20,15
42,42,2025-01-17,,CHO,L,123,125,,48,95,.505,14,40,.350,34,55,.618,.579,13,14,.929,12,33,45,34,9,3,14,18
43,43,2025-01-19,@,POR,L,102,113,,36,81,.444,8,29,.276,28,52,.538,.494,22,26,.846,8,28,36,21,10,7,16,19
44,44,2025-01-20,@,LAC,W,112,99,,38,94,.404,15,46,.326,23,48,.479,.484,21,26,.808,17,37,54,25,7,6,12,17
45,45,2025-01-23,@,GSW,L,106,131,,34,87,.391,16,40,.400,18,47,.383,.483,22,27,.815,10,32,42,22,7,2,13,16
46,46,2025-01-25,,PHI,L,97,109,,36,85,.424,12,38,.316,24,47,.511,.494,13,20,.650,13,41,54,24,6,3,20,16
47,47,2025-01-27,,DEN,W,129,121,,49,98,.500,24,53,.453,25,45,.556,.622,7,8,.875,13,34,47,35,11,5,17,14
48,48,2025-01-29,@,BOS,L,100,122,,37,92,.402,15,49,.306,22,43,.512,.484,11,12,.917,10,37,47,28,3,7,15,19
49,49,2025-01-31,@,TOR,W,122,106,,45,89,.506,18,40,.450,27,49,.551,.607,14,17,.824,9,43,52,34,4,9,11,18
50,50,2025-02-02,@,DET,L,119,127,,41,89,.461,19,52,.365,22,37,.595,.567,18,20,.900,11,33,44,28,7,4,20,11
51,51,2025-02-04,,MIA,W,133,124,,48,91,.527,19,41,.463,29,50,.580,.632,18,22,.818,7,36,43,35,4,3,10,18
52,52,2025-02-05,@,MIN,L,108,127,,40,83,.482,12,36,.333,28,47,.596,.554,16,22,.727,6,28,34,25,9,5,11,22
53,53,2025-02-08,,GSW,L,111,132,,35,79,.443,17,39,.436,18,40,.450,.551,24,31,.774,6,25,31,24,8,4,17,19
54,54,2025-02-11,,DET,L,92,132,,35,100,.350,10,47,.213,25,53,.472,.400,12,19,.632,14,30,44,22,9,2,16,10
55,55,2025-02-12,,DET,L,110,128,,37,86,.430,9,41,.220,28,45,.622,.483,27,30,.900,10,27,37,23,9,7,18,27
56,56,2025-02-20,@,NYK,L,111,113,OT,41,103,.398,19,48,.396,22,55,.400,.490,10,12,.833,11,42,53,24,6,6,15,12
57,57,2025-02-22,,PHO,L,117,121,,41,98,.418,18,53,.340,23,45,.511,.510,17,17,1.000,11,34,45,29,9,4,9,21
58,58,2025-02-24,@,PHI,W,142,110,,45,89,.506,18,40,.450,27,49,.551,.607,34,36,.944,10,34,44,32,11,6,15,19
59,59,2025-02-26,,LAC,L,117,122,,46,94,.489,19,42,.452,27,52,.519,.590,6,11,.545,15,26,41,35,9,1,17,12
60,60,2025-02-28,,TOR,W,125,115,OT,45,101,.446,13,49,.265,32,52,.615,.510,22,25,.880,10,35,45,32,11,4,15,16
61,61,2025-03-02,@,IND,L,112,127,,44,88,.500,10,33,.303,34,55,.618,.557,14,18,.778,12,30,42,24,6,4,14,17
62,62,2025-03-04,,CLE,L,117,139,,47,106,.443,11,44,.250,36,62,.581,.495,12,17,.706,10,40,50,32,6,6,7,21
63,63,2025-03-06,@,ORL,W,125,123,,43,86,.500,15,40,.375,28,46,.609,.587,24,30,.800,13,35,48,25,5,7,19,31
64,64,2025-03-08,@,MIA,W,114,109,,40,88,.455,11,42,.262,29,46,.630,.517,23,26,.885,5,46,51,27,6,4,10,14
65,65,2025-03-10,,IND,W,121,103,,49,98,.500,12,33,.364,37,65,.569,.561,11,14,.786,10,46,56,30,4,6,18,19
66,66,2025-03-13,,BRK,W,116,110,,41,90,.456,11,37,.297,30,53,.566,.517,23,26,.885,13,34,47,24,8,4,8,16
67,67,2025-03-15,@,HOU,L,114,117,,43,93,.462,14,38,.368,29,55,.527,.538,14,16,.875,5,31,36,24,6,5,11,23
68,68,2025-03-17,@,UTA,W,111,97,,42,97,.433,14,45,.311,28,52,.538,.505,13,16,.813,9,40,49,29,12,3,11,14
69,69,2025-03-19,@,PHO,L,121,127,,49,90,.544,15,38,.395,34,52,.654,.628,8,12,.667,8,32,40,29,7,8,13,19
70,70,2025-03-20,@,SAC,W,128,116,,45,86,.523,15,35,.429,30,51,.588,.610,23,26,.885,12,28,40,32,9,2,14,19
71,71,2025-03-22,@,LAL,W,146,115,,56,96,.583,19,41,.463,37,55,.673,.682,15,20,.750,10,32,42,41,17,5,10,16
72,72,2025-03-24,@,DEN,W,129,119,,45,91,.495,17,39,.436,28,52,.538,.588,22,26,.846,12,31,43,31,8,5,10,17
73,73,2025-03-27,,LAL,W,119,117,,43,92,.467,19,44,.432,24,48,.500,.571,14,22,.636,11,37,48,33,4,2,15,15
74,74,2025-03-29,,DAL,L,119,120,,43,91,.473,14,33,.424,29,58,.500,.549,19,24,.792,12,44,56,31,4,3,19,17
75,75,2025-03-31,@,OKC,L,117,145,,44,98,.449,16,51,.314,28,47,.596,.531,13,16,.813,10,33,43,29,7,7,20,16
76,76,2025-04-01,,TOR,W,137,118,,50,88,.568,14,34,.412,36,54,.667,.648,23,27,.852,10,39,49,36,10,2,12,9
77,77,2025-04-04,,POR,W,118,113,,41,87,.471,10,27,.370,31,60,.517,.529,26,31,.839,11,50,61,25,2,8,18,16
78,78,2025-04-06,@,CHO,W,131,117,,46,86,.535,16,36,.444,30,50,.600,.628,23,29,.793,9,32,41,26,8,1,13,23
79,79,2025-04-08,@,CLE,L,113,135,,41,86,.477,15,43,.349,26,43,.605,.564,16,19,.842,12,33,45,26,9,3,20,15
80,80,2025-04-09,,MIA,W,119,111,,46,89,.517,14,37,.378,32,52,.615,.596,13,13,1.000,10,36,46,33,8,7,16,14
81,81,2025-04-11,,WAS,W,119,89,,43,93,.462,13,41,.317,30,52,.577,.532,20,22,.909,13,41,54,32,8,7,13,13
82,82,2025-04-13,@,PHI,W,122,102,,47,103,.456,13,40,.325,34,63,.540,.519,15,20,.750,15,44,59,29,10,4,13,17
